gene01	gene02	gene03	gene04	gene05	gene06	gene07	gene08	gene09	gene10	gene11	gene12	gene13	gene14	gene15
574	395	0	204	461	10	110	47841	1	10119677	246	88368	0	1427896	25
556	383	4	204	438	13	127	47337	4	10120665	235	88375	0	1427325	32
587	366	1	214	494	18	121	47446	2	10123093	203	87799	2	1424857	34
573	409	2	211	438	16	89	47931	8	10120145	250	87664	1	1426729	30
579	401	1	186	424	9	96	47785	4	10117249	195	88001	0	1428554	23
570	410	3	189	470	11	116	47676	6	10121670	246	87758	0	1427141	34
576	436	1	196	464	16	129	47892	4	10118247	233	88036	0	1428965	34
558	384	1	187	446	12	87	47684	4	10114963	223	88194	0	1428813	20
554	417	2	228	444	19	111	47905	3	10115838	218	88054	0	1427555	40
581	406	4	234	456	11	105	48059	3	10118535	260	87513	1	1427218	16
583	398	0	233	499	16	115	47766	2	10113102	241	87702	0	1426918	25
581	446	3	199	425	14	133	47717	2	10114462	204	87456	1	1427440	18
581	414	3	211	454	13	107	47873	2	10117925	230	87654	1	1428325	20
593	458	2	210	505	10	95	48101	2	10113167	236	87576	0	1427897	29
554	423	4	201	405	9	117	47841	4	10119472	225	87842	0	1428912	32
542	407	1	196	460	6	97	47994	3	10112885	228	87251	0	1428043	35
602	419	8	215	481	17	118	47712	2	10119907	242	87946	0	1427123	27
530	444	1	209	454	9	104	47819	4	10118061	254	87762	1	1427955	36
544	419	3	211	445	8	102	47526	1	10117216	220	87894	0	1428847	38
568	383	1	215	458	13	108	47620	5	10112465	234	87737	0	1426472	31
587	407	0	216	471	22	98	47825	1	10117528	211	87310	1	1426291	28
522	420	1	231	470	12	102	47808	3	10115752	239	87199	0	1428045	25
551	437	4	209	429	19	101	47775	4	10121553	225	87787	0	1429603	23
589	415	3	239	467	16	115	47496	5	10118786	212	87861	0	1427175	26
625	424	4	220	433	14	109	47918	0	10118097	250	87942	1	1427106	37
554	405	2	211	449	10	98	47799	4	10116906	243	88070	1	1426122	34
549	421	3	231	494	14	88	47869	0	10118798	240	88058	0	1425308	24
562	423	2	193	471	15	110	47879	3	10113654	238	87848	1	1427602	31
601	442	3	186	471	18	95	48016	5	10117762	224	88360	0	1429100	28
581	422	2	213	427	11	109	47956	2	10118316	224	87973	1	1427455	31
566	436	3	202	486	16	112	48143	3	10114698	231	87373	0	1427120	35
567	394	1	211	481	11	80	47604	0	10121935	236	87799	0	1428105	29
537	420	0	204	467	2	99	47884	2	10120158	236	87774	0	1427486	30
581	427	2	205	448	16	115	47710	3	10115618	223	87573	0	1427463	24
580	392	3	210	467	11	105	47052	2	10118979	248	87929	0	1430136	38
555	412	2	219	494	6	122	47974	3	10121304	214	87692	0	1428533	20
558	410	2	230	462	13	122	47880	3	10117137	206	87391	0	1429232	34
578	399	4	225	474	14	111	48043	3	10120080	201	87620	0	1427439	29
611	415	1	205	488	18	104	47681	1	10118503	216	87886	0	1429552	45
575	430	1	238	440	10	102	47919	6	10116935	257	87066	1	1427167	34
583	428	2	207	426	11	100	48182	2	10124343	208	87803	1	1427810	39
551	448	5	213	486	14	96	47660	4	10117890	229	87035	0	1427431	14
541	427	0	231	472	9	109	47597	5	10116234	243	88071	0	1426521	39
556	398	4	215	484	11	108	47526	5	10118038	237	87971	0	1427011	22
567	435	2	220	492	11	113	47875	1	10117284	211	87564	0	1428812	24
601	410	5	209	477	14	93	47698	3	10113242	252	87551	0	1429433	25
594	427	0	225	436	19	107	47874	2	10117483	254	88384	1	1427973	30
535	426	3	190	458	11	103	47626	2	10119468	232	87390	1	1429228	45
611	398	1	215	433	13	102	47811	2	10122991	220	87761	1	1428094	27
583	395	0	197	473	15	94	47531	1	10112785	223	87497	1	1427878	37
575	429	0	190	474	11	90	47605	4	10115651	227	87540	1	1426783	37
570	409	2	192	466	13	107	47637	2	10122359	236	87633	0	1428251	23
563	432	1	220	509	14	98	48111	2	10118164	253	87721	0	1427596	20
544	409	1	203	487	11	115	47794	3	10120327	238	87998	0	1428225	25
575	428	0	196	497	15	130	47695	4	10120362	200	87744	2	1426103	28
596	396	2	204	477	12	100	47964	7	10119564	229	87602	0	1426675	25
586	456	1	202	444	15	97	47329	2	10114325	248	88255	0	1427633	28
578	426	1	205	461	17	98	47698	2	10116439	191	87493	0	1427702	30
555	404	3	197	447	12	119	47969	2	10121886	216	87781	0	1427259	19
582	379	0	222	455	17	101	47494	4	10118214	233	87683	1	1428275	33
582	418	1	200	446	12	113	47660	1	10113727	212	87859	0	1425761	32
543	415	3	223	486	14	101	48040	3	10113866	189	87559	0	1426861	17
535	436	0	191	468	15	92	47509	4	10115599	205	87561	1	1427529	33
561	429	2	225	458	16	109	47399	5	10114467	229	88075	1	1429020	32
566	442	5	202	456	12	114	47594	3	10121135	247	87832	0	1427309	39
543	413	0	196	472	14	114	47637	3	10114764	221	87888	1	1428186	28
570	414	0	221	484	15	112	47807	1	10112883	239	88283	0	1428429	33
556	431	2	188	467	12	105	47981	6	10120358	227	87933	0	1428472	31
602	378	0	235	427	8	115	48167	3	10118477	247	87590	0	1428792	36
569	427	1	186	409	13	119	47789	2	10116332	204	87689	1	1428001	26
576	424	3	202	458	12	106	47646	1	10124094	243	87305	0	1427510	19
594	382	2	187	468	12	104	47959	3	10118188	204	87916	1	1427536	33
514	419	6	237	435	10	109	47650	6	10122657	204	87759	0	1429163	28
547	426	4	214	468	10	100	48188	4	10111240	229	87679	0	1429113	17
511	414	1	206	475	18	92	47974	2	10117062	224	87845	0	1428486	17
558	428	2	192	481	13	112	47740	1	10118944	201	87491	1	1428041	31
578	427	2	202	481	15	95	47825	5	10118554	224	87834	0	1428920	30
555	412	2	192	520	12	99	47892	6	10117017	212	87750	0	1429054	27
539	409	3	243	489	12	112	47993	1	10116968	230	87964	0	1428267	24
549	393	2	185	449	16	114	47604	6	10116600	217	87701	0	1426447	34
558	446	1	184	461	12	93	47457	0	10117929	216	87808	0	1429017	34
543	418	4	223	439	12	90	47378	2	10111442	215	88019	0	1428022	31
603	360	0	208	489	7	97	47638	3	10115945	222	87945	0	1424978	34
563	408	2	241	475	12	113	47408	1	10119535	221	87647	1	1428524	42
537	412	0	202	467	16	115	47380	2	10121260	195	87920	1	1428241	25
588	384	3	218	481	12	112	47776	3	10115338	218	88213	1	1427078	33
579	408	4	214	463	10	102	48030	2	10116210	216	87640	2	1427198	26
574	448	1	214	470	15	97	47552	4	10115604	224	88091	1	1428559	19
572	404	2	177	426	7	97	47448	3	10116036	242	87095	0	1425815	30
590	418	3	207	500	13	92	47607	4	10117756	187	87916	0	1429012	23
563	401	0	195	467	3	111	47440	3	10121875	230	88164	1	1427678	30
562	373	0	198	456	15	85	48191	2	10116714	239	87838	0	1427276	43
555	401	1	206	467	8	127	47672	3	10117092	224	87682	0	1426838	26
590	424	3	220	468	17	97	47775	5	10116261	228	87902	0	1426078	25
611	370	2	194	448	12	123	47375	3	10120985	242	88051	0	1431077	30
550	422	2	200	466	13	109	47845	1	10122020	214	87921	1	1428901	28
591	399	1	213	472	15	114	47300	5	10117348	204	88124	0	1426933	28
613	397	1	203	476	16	111	47607	0	10115007	224	88201	0	1428559	44
604	418	0	192	491	8	96	47739	3	10115484	236	87508	0	1429322	33
570	414	3	226	461	10	110	47476	2	10117319	246	87728	0	1425856	24
566	397	0	202	459	14	94	47676	6	10116080	216	87796	0	1426434	32
544	408	4	231	463	11	115	47300	2	10117042	232	87886	0	1427879	27
554	395	2	219	477	10	112	47390	5	10119936	215	87548	1	1428479	29
561	388	3	208	495	10	114	47772	3	10113822	237	88079	1	1428426	24
535	435	2	209	459	15	108	47546	1	10111539	232	87565	0	1427006	29
545	435	1	214	432	15	86	47495	5	10117487	234	87407	0	1426635	29
575	393	2	223	452	10	90	47520	3	10121140	193	87953	0	1429467	36
539	434	1	220	493	15	95	47539	3	10115085	196	87776	0	1427613	31
606	427	4	198	450	15	100	47720	2	10116454	231	88222	0	1428080	28
586	402	2	229	480	12	106	47482	2	10115677	223	87378	1	1428358	38
563	435	2	210	467	14	88	47448	3	10115548	242	87657	0	1427564	37
608	435	0	197	431	10	117	47906	1	10115521	233	87738	0	1427361	27
586	418	0	243	474	14	109	47865	2	10113420	232	87735	1	1426810	17
560	423	1	208	479	13	103	47952	3	10112489	232	87805	0	1425864	38
551	398	3	201	434	12	99	47660	4	10119121	238	87784	0	1426821	25
576	414	1	191	463	7	109	47626	2	10118352	252	87529	0	1428655	30
559	394	2	237	460	12	108	47875	2	10112090	257	87752	0	1427815	29
577	435	4	236	440	14	92	47596	2	10114134	227	87598	0	1425692	24
580	397	4	233	475	12	104	48070	3	10118352	221	87973	1	1428381	32
569	421	2	213	469	18	91	47989	1	10117342	247	87427	1	1425814	28
597	448	1	195	492	18	104	47720	1	10116362	210	87963	0	1426537	24
553	437	4	223	434	14	112	47819	0	10117603	228	87777	1	1428716	27
585	409	4	219	477	13	105	47657	0	10110984	214	87885	0	1428427	20
549	395	7	209	468	15	104	47463	9	10115667	231	87461	0	1425990	26
585	420	1	202	421	12	109	47742	5	10114990	194	88292	0	1429073	25
552	430	2	218	464	7	106	47668	0	10118935	244	87821	1	1426798	24
573	408	3	197	472	12	113	47673	2	10121648	218	88174	0	1426176	34
558	396	3	219	489	12	98	47621	1	10118298	224	87402	0	1425794	38
580	413	1	232	463	11	93	47903	2	10115683	234	87397	0	1427897	28
612	437	1	194	472	13	111	47612	0	10114645	225	87991	0	1428925	31
583	378	1	211	483	13	113	47583	5	10121119	247	87744	0	1426678	30
512	392	1	216	457	20	102	47864	5	10117345	234	87623	0	1429154	22
576	438	3	221	462	13	112	47447	6	10115129	212	87724	0	1426854	32
582	408	2	206	503	12	89	48094	2	10116535	206	87592	0	1428700	26
578	408	2	214	468	18	95	48058	4	10115917	217	87511	2	1426296	35
620	394	2	206	453	13	89	47641	2	10124393	234	87434	0	1427437	31
549	408	1	201	470	11	105	47876	2	10120598	207	87768	0	1426942	26
570	389	3	206	461	7	98	47629	1	10117529	212	87814	1	1427537	38
568	425	3	216	418	10	104	48155	2	10123145	220	87537	1	1425264	29
582	419	1	209	518	15	90	47985	1	10115814	234	88091	1	1428624	33
562	386	3	211	443	11	116	47953	1	10116857	244	87338	2	1427915	36
582	443	2	208	461	14	105	47601	3	10113919	234	87951	0	1430109	33
581	446	3	217	456	11	85	47591	1	10119545	227	87872	0	1429525	35
567	412	0	217	466	12	100	47713	1	10117622	195	88049	0	1426430	29
557	398	0	205	458	14	100	47815	3	10112976	216	88145	2	1426544	30
561	422	3	212	459	15	103	47790	3	10124249	243	87765	0	1426390	27
593	392	2	229	498	14	110	47546	3	10114151	218	88046	0	1427908	33
570	433	4	183	498	9	113	48197	3	10122832	218	87959	0	1427084	27
591	434	1	203	479	19	96	47696	1	10119627	230	87699	2	1426523	22
556	462	1	208	444	10	102	47613	1	10117250	237	87813	0	1428943	29
589	421	2	222	472	9	88	47763	2	10120223	204	87984	1	1426704	31
582	397	2	198	475	14	104	47778	3	10110252	237	87708	1	1426149	25
557	388	3	178	435	10	116	47721	3	10118730	229	87606	0	1426705	33
551	415	4	197	458	16	128	47558	4	10114640	213	87872	0	1427776	42
546	402	2	213	449	15	118	47575	2	10115083	203	88109	1	1427571	25
564	425	1	195	453	13	83	48170	5	10120938	222	87970	0	1427783	21
590	397	2	209	444	15	91	47696	6	10119347	219	87369	1	1427722	32
563	427	2	207	473	8	90	47810	2	10120334	211	88098	0	1427208	22
578	417	2	197	448	6	131	47239	4	10114339	248	87272	0	1426898	28
533	392	5	210	483	14	89	47707	1	10113737	217	87838	1	1429231	27
554	422	2	221	474	9	112	47599	0	10117633	227	87662	0	1427728	30
599	426	1	194	493	19	116	47743	1	10119655	225	88077	2	1428545	22
573	414	0	191	464	10	113	47548	3	10109090	233	88420	1	1430703	30
574	387	2	225	476	9	100	47832	4	10116103	206	88081	0	1428556	26
533	440	3	201	479	10	110	47625	6	10119574	239	87644	0	1427018	30
563	432	1	213	457	24	121	47330	3	10110915	196	87691	0	1429724	24
586	353	3	194	453	11	95	47667	2	10121604	220	87437	0	1426786	34
613	396	1	225	496	7	105	47685	1	10114950	230	88002	2	1427941	37
604	398	0	187	472	9	102	47404	0	10116203	235	87421	1	1427670	23
574	404	5	197	452	11	123	47885	3	10114063	205	88210	0	1425711	32
540	384	3	230	466	16	95	48005	3	10114427	208	87784	0	1428267	23
569	422	1	211	453	14	110	47166	6	10114682	225	87434	0	1428606	38
565	388	1	209	466	15	85	47256	3	10121010	186	88119	0	1427074	26
567	414	1	228	482	10	104	47862	4	10111308	227	88101	0	1427152	40
566	408	3	218	472	8	106	47645	5	10115778	239	88336	0	1426752	22
595	448	2	199	474	21	105	47703	1	10118418	209	88114	0	1425791	37
588	370	0	182	429	6	117	47674	4	10114188	240	87427	0	1427058	32
566	436	3	200	474	6	103	47760	2	10117497	233	87737	1	1430367	30
578	398	4	206	459	7	96	47619	0	10120925	239	87891	0	1429989	29
605	407	3	204	478	17	103	47568	1	10118669	221	88042	0	1426796	35
556	416	2	215	444	9	103	47831	3	10116385	225	88013	2	1428363	26
614	404	4	194	483	16	115	47925	4	10116969	202	87667	0	1427706	41
534	405	2	217	470	12	124	47512	4	10117626	238	87963	0	1428732	23
574	409	1	219	460	18	115	48001	3	10117086	216	87903	0	1426716	38
571	430	0	224	455	21	107	47522	0	10111579	232	87755	0	1429543	23
559	415	5	251	490	12	99	47826	3	10112475	239	87610	0	1426642	25
575	415	1	210	443	9	102	47618	4	10118671	251	87929	0	1427888	25
611	427	1	238	479	11	94	47783	3	10121403	213	87733	3	1429098	31
618	409	2	207	477	21	96	47901	6	10115512	210	87790	0	1428293	31
550	401	5	221	443	13	118	47649	4	10116990	227	87920	0	1428836	26
535	397	1	238	480	10	117	48048	3	10113567	172	87795	1	1427581	24
535	408	3	215	451	12	99	47677	4	10108401	239	87761	0	1427799	32
545	390	1	226	499	13	109	47662	2	10119320	202	88333	0	1427162	29
576	421	5	214	494	9	108	47398	7	10115177	217	88098	0	1428699	29
603	404	3	174	495	12	114	47655	2	10119456	242	87642	0	1427393	36
577	391	2	208	461	8	98	47584	2	10121870	204	87478	1	1427782	27
573	413	1	232	463	12	105	47543	1	10120490	229	87850	0	1428628	27
536	381	2	198	456	15	90	47409	2	10119850	205	87370	0	1428216	23
592	394	1	192	505	7	95	47673	4	10119808	250	88017	0	1428547	30
614	394	7	210	433	10	97	47780	4	10116440	242	87798	0	1427444	30
572	426	3	207	452	13	112	47708	0	10117469	236	87805	0	1428775	32
549	397	2	191	471	11	122	47923	5	10118454	190	87719	1	1429794	27
542	409	3	219	467	14	95	47838	2	10124259	246	88129	0	1428176	21
601	447	7	216	474	10	123	47254	1	10114434	217	87188	0	1427339	22
567	406	3	216	454	12	116	47619	3	10116673	222	88249	1	1428436	25
606	448	4	223	457	10	113	47811	4	10116221	196	87177	0	1427003	25
581	419	0	199	480	5	98	47967	2	10120493	205	87841	1	1429251	27
550	398	0	207	490	15	107	47504	2	10118280	206	87565	0	1425542	34
589	446	2	203	440	12	98	47995	2	10122482	217	88140	0	1428874	33
596	403	3	215	465	15	117	47609	4	10113689	228	87567	0	1426999	34
581	406	2	231	494	18	97	47929	2	10118891	209	87921	1	1425723	34
571	446	4	187	451	14	108	47594	3	10117298	217	87412	1	1429308	24
562	424	6	236	488	8	117	47878	5	10115563	232	87905	0	1429302	21
524	410	2	212	485	9	90	47718	1	10117981	217	87798	0	1427805	31
563	381	1	187	471	14	124	47785	4	10115639	240	87584	1	1427598	28
567	412	1	208	478	9	99	47597	3	10120070	231	87769	0	1428027	21
539	425	3	230	470	17	114	47459	3	10118856	219	87736	0	1426733	36
564	420	0	204	503	11	118	47425	1	10121073	242	87838	0	1428721	30
573	416	2	235	441	13	114	47430	1	10119239	223	87965	1	1430355	29
540	415	2	254	503	10	79	47767	2	10113318	216	87982	0	1430827	31
630	417	2	210	484	14	110	47544	2	10116916	214	87818	0	1427338	30
579	438	1	206	498	9	106	47798	4	10119526	209	87156	0	1427865	34
616	393	2	215	431	12	102	47765	6	10120651	212	87672	0	1429290	31
540	414	2	199	455	10	99	47998	3	10111907	224	87554	1	1427794	32
543	392	5	204	471	8	107	47795	4	10122357	198	87504	0	1426764	23
588	410	2	209	461	12	102	47357	2	10117717	231	87866	1	1428839	31
567	390	0	213	465	13	104	47703	3	10113369	203	87347	1	1427060	29
553	432	5	201	474	10	118	47766	2	10114380	228	87854	0	1428075	31
585	434	4	216	462	11	121	47699	3	10115720	238	87500	2	1429392	42
510	407	2	216	469	7	106	47287	1	10115610	227	88040	0	1427945	26
558	406	1	247	467	15	105	47926	5	10123669	245	87965	0	1424882	27
579	418	2	222	496	17	106	48042	4	10119752	195	87876	1	1428201	32
597	435	2	245	455	15	107	48233	3	10115984	263	88055	0	1428656	26
608	421	1	218	431	18	122	47459	3	10120889	216	87777	0	1429403	28
565	399	3	239	440	12	99	47730	4	10113316	245	87618	0	1428017	22
538	390	1	180	421	18	130	47497	1	10113340	242	87695	0	1429105	33
543	457	4	182	459	11	124	47358	2	10118789	244	87508	1	1427344	26
561	428	2	209	457	9	88	47691	4	10116245	224	87493	0	1429485	26
571	399	1	199	491	13	106	47605	3	10114369	236	87189	0	1428198	24
576	439	3	216	481	6	120	47536	2	10117755	251	87543	0	1429832	32
516	445	1	197	473	11	108	47567	2	10123119	235	87863	0	1425686	36
618	420	3	192	438	16	121	47494	7	10115997	251	87842	0	1428929	28
576	397	2	201	474	14	114	47494	4	10112544	216	87643	0	1427847	27
560	401	3	238	439	9	92	47547	5	10117840	216	87668	0	1428936	29
575	444	1	218	449	11	107	47631	3	10114616	210	87685	0	1426839	35
558	426	4	240	439	13	102	47523	1	10119419	215	87670	0	1427426	34
568	392	0	223	487	18	102	47773	3	10116967	227	88478	0	1427252	34
547	365	4	205	500	14	110	47625	7	10112514	245	87158	3	1425837	20
584	398	0	213	475	12	103	47967	8	10115523	200	87189	0	1427974	31
572	396	3	197	442	7	108	47600	5	10120628	246	87748	0	1428962	26
599	415	2	235	469	12	93	47667	3	10116043	211	87399	0	1427774	27
554	417	3	172	452	13	118	47839	0	10115857	200	87892	0	1429428	31
564	432	1	220	463	10	125	47861	3	10116744	225	88211	0	1428932	37
540	411	2	193	398	11	114	47657	5	10119226	191	87463	0	1425807	31
554	433	1	233	435	15	110	47591	4	10112027	221	87893	0	1428049	16
575	391	0	204	452	17	110	47943	4	10116940	241	88091	1	1426472	35
572	435	1	227	435	10	95	47851	2	10112203	209	87955	0	1427168	21
576	422	3	217	448	11	106	47658	2	10117005	208	87833	1	1429226	28
520	389	4	205	460	12	105	47581	5	10117617	225	88047	1	1429004	21
552	400	4	224	467	16	113	47927	1	10116014	198	87716	1	1426833	27
606	390	1	225	497	10	97	47836	1	10111919	199	87945	2	1429270	24
561	377	2	223	441	8	96	47453	7	10119224	241	87449	0	1428221	29
554	421	2	214	451	17	111	47599	7	10120602	207	87524	0	1427107	27
566	398	3	226	443	15	121	47662	1	10121932	205	88213	0	1428546	27
531	397	2	195	446	9	93	47116	3	10116771	233	87625	0	1427822	31
605	411	4	203	439	15	118	47949	3	10119356	205	87999	0	1425032	27
577	425	1	203	482	16	118	48154	6	10115424	208	88154	0	1427221	33
558	378	0	202	471	9	87	47512	3	10112395	235	88032	0	1429306	25
547	413	1	223	490	12	122	47993	2	10120872	236	87196	0	1428255	29
553	429	0	205	450	15	98	47971	5	10114396	230	88186	1	1428758	28
564	433	1	214	441	12	102	47784	0	10116861	235	88145	0	1426129	37
860	888	6	186	278	15	75	40484	0	6584974	254	140400	0	5425	50
879	821	3	152	276	14	83	40063	2	6585335	251	140176	0	5435	51
852	908	2	169	312	17	85	40777	2	6585924	248	140843	2	5549	57
845	849	2	175	287	22	78	40124	4	6579938	248	140252	0	5405	52
889	866	3	143	297	23	82	40537	2	6584758	246	141088	0	5389	48
864	859	4	171	280	22	68	40290	3	6586685	234	140750	1	5475	53
865	873	1	186	272	16	54	40515	3	6582692	234	140359	0	5304	46
839	893	2	139	294	25	85	40456	1	6583587	264	140181	0	5483	35
868	869	2	160	309	21	82	40496	3	6583064	273	140472	1	5301	59
864	843	1	146	280	14	84	40658	2	6583157	234	140551	0	5382	53
827	847	0	160	309	19	80	40233	2	6581921	226	140273	0	5434	55
833	797	4	158	298	14	98	40288	2	6583225	228	140740	1	5554	51
822	838	4	148	297	17	94	40670	0	6583180	242	140351	2	5492	51
830	845	5	157	271	18	99	40438	3	6581804	250	140564	0	5401	49
898	854	3	168	266	12	78	40457	6	6578008	270	140545	0	5467	43
870	875	1	189	298	12	85	40661	1	6586042	230	141038	0	5545	43
810	841	3	171	317	14	79	40180	1	6585587	243	140995	0	5322	59
840	859	1	177	310	11	77	40271	0	6585127	247	140234	1	5369	40
859	860	3	173	297	18	78	40427	2	6582022	255	141261	3	5403	44
892	931	2	168	285	18	93	40553	0	6583225	239	140335	0	5406	50
886	899	1	177	272	12	79	40515	0	6581647	232	140012	0	5483	54
881	857	1	159	276	21	102	40707	1	6582500	260	140468	1	5424	56
826	861	4	186	273	26	79	40391	4	6583640	229	140654	0	5523	51
841	869	5	155	307	22	70	40354	4	6581263	240	139914	0	5582	39
858	917	2	179	294	24	71	40304	1	6583521	225	140081	0	5556	64
856	838	0	162	304	11	77	40652	2	6585097	237	140111	1	5472	40
879	826	1	162	283	9	84	40280	3	6583845	278	140369	2	5487	56
881	882	3	179	259	14	89	40464	3	6585917	262	140489	0	5484	49
882	829	0	169	283	30	76	40460	2	6581757	250	140585	0	5485	53
873	873	1	170	271	21	101	40446	3	6582344	272	140603	1	5455	43
850	871	3	155	299	14	98	40077	6	6581804	256	140720	1	5327	51
807	830	1	165	292	8	75	40441	0	6583731	242	140173	0	5541	53
782	889	5	159	282	13	75	40352	6	6580342	266	140911	0	5413	57
860	848	7	154	298	16	86	40800	3	6582142	259	140033	0	5339	56
865	834	1	158	247	18	92	40585	2	6582689	236	139720	1	5487	71
847	846	3	174	270	18	90	40337	1	6583639	244	140581	1	5442	50
830	859	3	168	305	16	84	40366	2	6582935	240	140055	0	5477	49
908	910	5	146	285	14	64	40252	3	6584773	258	140385	1	5468	45
896	806	4	149	278	15	102	40194	3	6582975	236	140520	0	5449	56
907	888	3	159	259	15	82	40522	2	6589468	272	140652	0	5453	50
815	860	4	195	291	18	74	40368	2	6579210	267	140344	0	5527	56
862	886	2	149	282	12	86	40596	2	6584635	229	140765	0	5487	52
832	801	1	184	316	7	84	40434	4	6579971	246	140252	2	5212	35
861	796	2	163	300	11	73	40680	1	6588512	264	141039	0	5424	58
843	847	3	174	264	19	63	40146	5	6580511	265	141253	0	5507	43
847	862	2	166	306	26	95	40408	1	6581013	267	140502	0	5516	53
842	885	2	160	281	16	83	40020	1	6582317	255	140900	0	5439	48
823	835	5	139	272	16	82	40253	5	6585562	262	140545	0	5344	49
859	810	0	166	280	17	93	40084	4	6582733	219	140647	0	5425	44
857	906	1	166	289	21	87	40423	3	6580582	234	140590	0	5474	48
861	917	1	169	295	20	76	40548	4	6581661	244	140723	0	5468	43
868	813	1	156	284	13	79	40112	2	6579377	249	140103	0	5486	37
814	855	2	167	291	17	101	40381	0	6585380	240	139731	2	5535	51
843	921	2	162	279	16	80	40418	2	6585689	251	140797	0	5361	50
798	801	3	166	297	18	82	40756	2	6584723	257	140077	0	5554	51
848	841	1	169	312	18	80	40306	2	6581963	256	140924	0	5534	37
861	867	0	158	268	19	87	41002	1	6581354	256	140633	0	5432	34
896	866	1	154	250	5	87	40530	1	6585836	265	140505	0	5522	40
861	820	4	153	290	15	78	40422	3	6587101	248	140545	2	5402	55
820	876	3	159	270	15	91	40070	1	6581177	250	139672	0	5374	48
848	875	4	166	319	22	97	40325	1	6581135	231	139445	0	5351	64
871	841	2	170	260	12	73	40351	5	6580844	247	140482	2	5449	55
878	914	0	133	298	20	84	40114	2	6585526	238	140285	0	5329	36
804	821	3	140	272	15	81	40309	4	6586572	234	140894	1	5357	46
853	908	3	147	292	15	89	40333	2	6586033	242	141206	0	5546	53
872	890	2	144	288	15	81	40326	0	6585734	265	140515	1	5512	50
834	856	2	149	284	15	87	40061	2	6583272	272	140103	0	5635	50
873	848	2	170	289	24	74	40409	1	6587220	241	140424	1	5543	50
864	825	3	168	303	16	81	40459	0	6574672	227	140824	1	5378	49
838	852	3	170	274	10	98	40381	2	6583379	259	140119	0	5499	39
846	863	1	144	313	16	72	40497	2	6583436	245	140211	1	5508	50
852	831	1	140	269	11	65	40161	2	6586821	258	139843	0	5418	50
839	874	3	155	293	16	72	40677	0	6578525	257	140563	0	5462	51
818	875	4	167	300	15	95	40369	1	6580438	257	140240	0	5376	41
850	855	4	163	269	15	87	40657	1	6587723	233	140146	0	5335	48
850	854	2	181	299	17	86	40347	2	6580973	257	140232	0	5432	53
870	869	2	164	268	12	85	40409	3	6581038	235	140333	0	5441	44
840	845	2	157	310	14	103	40378	1	6580600	270	140066	0	5435	52
863	781	2	186	276	15	59	40291	4	6584970	253	140235	1	5442	40
890	916	1	178	276	13	82	40697	0	6582501	232	140305	1	5540	60
822	825	2	170	300	15	85	40286	2	6584890	252	140240	1	5345	49
880	866	4	163	280	19	78	40315	0	6583538	238	139935	1	5469	48
848	827	4	163	306	11	83	40401	3	6584183	214	140750	2	5637	52
885	861	1	168	276	16	87	40266	0	6581856	243	140112	0	5381	42
802	876	1	173	292	19	90	40252	4	6582873	221	140000	0	5546	63
886	782	3	134	293	19	84	40091	4	6581383	248	140290	1	5405	41
891	835	2	162	271	19	85	40558	2	6584052	245	140330	0	5608	55
862	824	3	182	316	13	91	40153	2	6583351	258	140526	1	5416	62
841	854	0	158	310	13	73	40512	1	6584869	227	140382	0	5421	59
893	856	2	163	295	7	59	40493	3	6584879	252	140154	0	5527	68
795	849	1	141	269	17	71	40188	2	6582516	240	139773	0	5532	51
868	853	1	177	291	23	81	40421	1	6581907	261	139877	0	5493	45
869	881	1	164	266	20	70	40605	0	6587978	262	141125	0	5476	40
878	921	4	159	291	16	80	40435	2	6584106	242	139994	0	5384	49
825	832	2	154	308	20	84	40449	0	6578934	259	140387	0	5424	44
833	857	3	153	261	19	64	39778	3	6579866	247	141714	1	5493	52
893	863	0	153	260	16	83	40384	2	6585248	247	141022	3	5529	51
829	850	4	175	263	15	95	40399	2	6581412	234	141274	0	5496	37
858	847	1	155	299	21	100	40348	2	6581608	245	140446	1	5539	46
831	826	2	170	274	20	70	40275	0	6579312	261	140577	0	5482	52
893	841	1	174	264	16	69	40389	2	6581898	235	140352	2	5385	44
806	908	3	154	281	8	73	40205	1	6585554	241	140281	0	5475	40
886	851	2	170	287	16	91	40098	1	6581073	241	140201	0	5398	53
870	902	3	156	278	18	90	40194	1	6576245	227	140336	0	5510	32
813	895	1	159	274	9	91	40229	3	6585171	261	139977	0	5324	55
886	902	2	159	254	18	83	40660	3	6583802	269	140839	0	5493	49
821	898	1	167	288	18	75	40485	0	6585386	228	140531	0	5313	58
854	834	3	143	288	18	87	40285	0	6582695	234	140619	0	5472	52
870	881	5	183	292	15	72	40103	6	6588031	235	140426	1	5383	66
861	842	4	164	299	10	61	40620	4	6582391	267	140479	0	5475	71
828	832	2	144	303	7	65	40188	3	6580705	246	140663	0	5460	52
918	848	1	158	267	11	78	40515	3	6584863	249	139755	0	5496	46
891	930	2	164	291	18	62	40294	3	6582114	242	140065	0	5379	48
840	910	0	146	320	14	80	40554	0	6585759	239	139905	0	5461	59
911	895	2	155	282	18	82	40349	2	6581959	236	140704	0	5450	59
827	847	1	134	310	13	86	40625	2	6583441	238	140058	1	5533	37
811	890	4	169	300	19	77	40375	4	6583806	228	139936	0	5486	39
833	877	2	158	286	18	85	40362	1	6583446	239	140811	0	5403	38
860	862	3	166	294	14	70	40155	3	6580890	286	140426	0	5340	54
